Pair_ID,Project_A_ID,Project_B_ID,Project_A_Title,Project_B_Title,Project_A_Abstract,Project_B_Abstract,Project_A_Features,Project_B_Features,Project_A_Keywords,Project_B_Keywords,SBERT_Similarity,TFIDF_Similarity,Cosine_Similarity,Faculty_Label,AI_Label,Similarity_Category,Reviewer_Name,Review_Date,Comments
SB0053,PRJ0050,PRJ0055,Voice-based Customer Mood Analyzer,Campus Second-hand Book Marketplace,A system that analyses voice recordings to classify caller mood/sentiment for quality monitoring.,A platform where students can list and buy/sell used textbooks directly with each other.,Audio Feature Extraction; LSTM Classifier,MERN Stack; In-app Chat,"voice mood analysis, sentiment, audio classification, customer service","marketplace, second-hand books, peer-to-peer, campus",0.028,0.095,0.046,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2025-08-07,Unrelated problem statements; safe to treat as distinct.
SB0054,PRJ0019,PRJ0020,Real-time Virtual Replica of Industrial Process,Digital Twin Simulation for Factory Production Line,This project creates a digital twin of an industrial process to test changes virtually before applying them.,A live virtual replica of a factory line used to monitor and simulate production performance in real time.,3D Simulation; Sensor Integration; Dashboard,Unity; Python Simulation; Sensor Feed,"virtual replica, industrial simulation, digital twin, real-time","digital twin, factory simulation, unity, monitoring",0.83,0.712,0.868,Similar,Similar,Duplicate / Near-Duplicate,Dr. K. Rao,2026-05-26,Very close match; core methodology is identical.
SB0055,PRJ0016,PRJ0019,Robotic Arm for Pick and Place Automation,Real-time Virtual Replica of Industrial Process,A robotic arm that automates picking objects from one location and placing them in another.,This project creates a digital twin of an industrial process to test changes virtually before applying them.,Servo Motors; Arduino; Inverse Kinematics,3D Simulation; Sensor Integration; Dashboard,"robotic arm, pick and place, automation, servo","virtual replica, industrial simulation, digital twin, real-time",0.22,0.168,0.069,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2025-10-23,Completely different domain and objective.
SB0056,PRJ0035,PRJ0036,Distributed Model Training without Data Sharing,Federated Learning for Privacy-Preserving Health ML,This project trains a machine learning model across multiple devices while keeping each device's data local.,A system that trains a shared disease-prediction model across hospitals without centralizing patient data.,PySyft; Federated Averaging,TensorFlow Federated; Secure Aggregation,"distributed training, federated learning, privacy-preserving, ml","federated learning, privacy, healthcare ml, distributed training",0.951,0.763,0.802,Similar,Similar,Duplicate / Near-Duplicate,Prof. T. Joseph,2026-05-11,"Same core idea, only the wording and framing differ."
SB0057,PRJ0059,PRJ0058,Automated Timetable Generator using Genetic Algorithm,AI-based Online Exam Proctoring System,A tool that generates a conflict-free class timetable for a department automatically.,A system that monitors students during online exams using face and eye-tracking to flag suspicious behaviour.,Genetic Algorithm; Python; Web UI,Face Detection; Eye Tracking; Alert Logging,"timetable generation, genetic algorithm, scheduling, automation","proctoring, online exam, face detection, monitoring",0.497,0.328,0.563,Partially Similar,Partially Similar,Same-Domain Variant,Dr. N. Krishnan,2025-08-24,Partial conceptual overlap; not flagged as duplicate.
SB0058,PRJ0005,PRJ0006,Automatic Audio-to-Text Conversion for Classrooms,Lecture Transcription Tool using Speech-to-Text,This project transcribes classroom audio recordings into text notes for students to review.,A tool that converts recorded lecture audio into searchable text transcripts automatically.,Google Speech API; Audio Chunking,OpenAI Whisper; Audio Preprocessing,"audio transcription, classroom, speech recognition, notes","speech to text, transcription, whisper, lecture",0.924,0.69,0.839,Similar,Similar,Duplicate / Near-Duplicate,Prof. P. Menon,2025-09-22,Near-duplicate concept; recommend flagging for review.
SB0059,PRJ0075,PRJ0042,Assignment Originality Checker using NLP,AI-based Resume Screening and Matching Tool,A system that detects paraphrased or copied text in student assignments using semantic similarity.,This tool ranks candidate resumes against a job description using NLP-based keyword and semantic matching.,SBERT Embeddings; Similarity Threshold Rules,spaCy NER; Cosine Similarity; Flask,"originality checker, plagiarism, nlp, assignments","resume screening, matching, nlp, hr automation",0.599,0.429,0.414,Partially Similar,Partially Similar,Same-Domain Variant,Dr. N. Krishnan,2026-03-19,"Some overlap in techniques used, but the objectives differ."
SB0060,PRJ0077,PRJ0078,Automated Essay Scoring System using NLP,AI-based Subjective Answer Evaluation Tool,This tool automatically scores free-text student answers using NLP-based semantic similarity to a model answer.,A system that evaluates handwritten or typed subjective answers and assigns marks automatically.,BERT; Sentence Similarity; Flask,spaCy; Cosine Similarity; OCR,"auto grading, essay scoring, nlp, bert","subjective grading, ai evaluation, answer scoring, nlp",0.803,0.784,0.91,Similar,Similar,Duplicate / Near-Duplicate,Prof. L. Fernandes,2025-12-20,Near-duplicate concept; recommend flagging for review.
SB0061,PRJ0071,PRJ0072,Endpoint Protection against Ransomware Attacks,Ransomware Behaviour Detection using File Monitoring,This project detects ransomware-like behaviour on an endpoint and halts suspicious processes automatically.,A tool that monitors file-system activity to detect the rapid mass encryption typical of ransomware attacks.,Process Monitoring; Heuristic Rules,File System Hooks; ML Classifier,"endpoint protection, ransomware, heuristic detection, security","ransomware detection, file monitoring, ml, endpoint security",0.793,0.812,0.753,Similar,Similar,Duplicate / Near-Duplicate,Prof. S. Iyer,2026-03-10,High overlap in approach and objective — likely a duplicate submission.
SB0062,PRJ0075,PRJ0061,Assignment Originality Checker using NLP,Secure Password Validation and Breach Alert System,A system that detects paraphrased or copied text in student assignments using semantic similarity.,This project validates password strength at signup and warns users if the password appears in a known breach.,SBERT Embeddings; Similarity Threshold Rules,Entropy Calculation; Breach API,"originality checker, plagiarism, nlp, assignments","password validation, breach alert, signup security, entropy",0.144,0.142,0.037,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2025-11-11,Completely different domain and objective.
SB0063,PRJ0001,PRJ0002,Drug Interaction Checker for Pharmacists,Medication Safety Interaction Alert System,A tool that flags potentially dangerous interactions between multiple prescribed medicines.,This system checks a patient's prescription list and alerts pharmacists to unsafe drug combinations.,Rule Engine; Drug Database API,Drug Database API; Alert Dashboard,"drug interaction, pharmacy tool, medicine safety, rule engine","medication safety, interaction alert, pharmacy, prescriptions",0.812,0.725,0.756,Similar,Similar,Duplicate / Near-Duplicate,Dr. N. Krishnan,2026-01-31,"Same core idea, only the wording and framing differ."
SB0064,PRJ0017,PRJ0007,Wearable Vitals Tracking System with Cloud Sync,Automated Crop Watering System with IoT,This wearable tracks vital signs in real time and syncs the data to a cloud dashboard for doctors to view.,This project automates farm irrigation using real-time soil and weather sensor data.,SpO2 Sensor; ESP32; Firebase,ESP32; DHT11; Cloud Dashboard,"vitals tracking, wearable, cloud sync, patient monitoring","automated watering, iot farming, esp32, sensors",0.614,0.37,0.647,Partially Similar,Partially Similar,Same-Domain Variant,Dr. A. Sharma,2025-09-19,Same general domain but tackles a different problem.
SB0065,PRJ0061,PRJ0062,Secure Password Validation and Breach Alert System,Password Strength and Breach Checker Tool,This project validates password strength at signup and warns users if the password appears in a known breach.,A tool that evaluates password strength and checks it against known data-breach databases.,Entropy Calculation; Breach API,Regex Rules; Have I Been Pwned API,"password validation, breach alert, signup security, entropy","password strength, breach check, security tool, validation",0.838,0.703,0.915,Similar,Similar,Duplicate / Near-Duplicate,Prof. L. Fernandes,2026-03-15,Essentially the same project with a different title.
SB0066,PRJ0053,PRJ0074,VR-based Virtual Campus Tour Application,Campus Food Ordering and Delivery App,A VR experience that lets prospective students explore a 3D model of the college campus remotely.,A mobile app that lets students order food from campus canteens and track delivery in real time.,Unity; VR SDK; 3D Modelling,Flutter; Firebase; Maps API,"virtual reality, campus tour, unity, immersive","food delivery, campus app, flutter, ordering",0.587,0.416,0.423,Partially Similar,Partially Similar,Same-Domain Variant,Prof. S. Iyer,2026-06-24,"Related field, distinct core idea — not a duplicate."
SB0067,PRJ0028,PRJ0027,Placement Management Web Application,Online Job and Internship Portal,"This system manages company listings, student applications, and placement tracking for a college.",A web platform where students can browse and apply for job/internship listings posted by companies.,Django; PostgreSQL; Email Notifications,MERN Stack; JWT Auth; Admin Panel,"placement management, job listings, django, tracking","job portal, internship, mern, listings",0.814,0.881,0.914,Similar,Similar,Duplicate / Near-Duplicate,Dr. N. Krishnan,2025-10-21,Near-duplicate concept; recommend flagging for review.
SB0068,PRJ0078,PRJ0060,AI-based Subjective Answer Evaluation Tool,Conflict-free Class Schedule Optimizer,A system that evaluates handwritten or typed subjective answers and assigns marks automatically.,"This system automatically creates an optimized, conflict-free timetable given faculty and room constraints.",spaCy; Cosine Similarity; OCR,Constraint Satisfaction Solver; Flask,"subjective grading, ai evaluation, answer scoring, nlp","schedule optimization, timetable, constraint solver, education",0.512,0.482,0.464,Partially Similar,Partially Similar,Same-Domain Variant,Prof. P. Menon,2025-10-18,"Related field, distinct core idea — not a duplicate."
SB0069,PRJ0087,PRJ0051,Movie Recommendation System using Collaborative Filtering,Cardiac Risk Assessment Tool using ML,A system that recommends movies to users based on similar users' rating patterns.,A tool that assesses cardiac risk from patient vitals using a trained classification model.,Matrix Factorization; Surprise Library; Flask,Random Forest; Scikit-learn; Web Form,"recommendation system, collaborative filtering, movies, ml","cardiac risk, ml classifier, patient vitals, health",0.035,0.232,0.141,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-02-12,Different tech stack and different target use case.
SB0070,PRJ0069,PRJ0048,Blockchain-based Academic Certificate Verification,Tamper-proof Digital Voting Platform,A system that issues and verifies degree certificates on a blockchain ledger to prevent forgery.,This project uses blockchain to ensure votes cast in an election cannot be altered after submission.,Ethereum; Solidity; IPFS,Solidity; Web3.js; MetaMask Integration,"blockchain, certificate verification, ethereum, forgery prevention","digital voting, tamper-proof, blockchain, election",0.548,0.39,0.628,Partially Similar,Partially Similar,Same-Domain Variant,Dr. V. Nair,2025-11-12,Partial conceptual overlap; not flagged as duplicate.
