Taxonomy_ID,Domain,Sub_Domain,Topic,Parent_Topic,Description,Common_Keywords,Related_Keywords,Technologies,Algorithms,Programming_Languages,Frameworks,Libraries,Hardware,Typical_Datasets,Research_Areas,Application_Areas,Difficulty_Level,Industry,Emerging_Topic,Trend_Level,Related_Domains,Source,Notes
AE-0180,Networking,Software Defined Networking,SDN Controller,SDN,Centralizing network control logic in software for flexible network management.,"SDN,OpenFlow,controller,network programmability,data plane,control plane","Ryu,ONOS,OpenDaylight,network slicing,NFV,P4",Python,"Routing Algorithms,Load Balancing,Traffic Engineering",Python,"Ryu,ONOS","ryu, mininet, scapy",Network Switch,"CAIDA,OpenFlow network traces","AI-driven SDN,Intent-based Networking,5G SDN","Telecom,Data Centers,Campus Networks,5G Core",Advanced,"Telecom,Tech",Yes,High,"Wireless Communication,Cloud Computing,IoT",AcadEval Research Team,
AE-0181,Networking,Network Traffic Analysis,QoS Management,Network Traffic,Classifying and prioritizing network traffic to ensure quality of service.,"QoS,traffic classification,DPI,DSCP,queuing,bandwidth,latency,jitter","DiffServ,IntServ,traffic shaping,RSVP,AQM,RED",Python,"ML Traffic Classification,CBWFQ,LLQ",Python,"Cisco IOS,Wireshark","scapy, dpkt, pyshark",,"CAIDA,MAWI,Auckland traces","Encrypted Traffic Classification,5G QoS,Network Slicing","Telecom,Enterprise,ISP,Cloud Providers",Intermediate,"Telecom,Tech",No,Medium,"Wireless Communication,Cloud Computing",AcadEval Research Team,
AE-0182,Networking,Network Simulation,ns-3 Simulation,Network Simulation,Simulating network protocols and topologies using ns-3 discrete event simulator.,"ns-3,simulation,topology,protocol,packet,event-driven,trace","OSPF,TCP,UDP,mobility model,CSMA,Wi-Fi,LTE module","C++, Python","Discrete Event Simulation,Statistical Multiplexing","C++,Python",ns-3,,,ns-3 simulation trace datasets,"AI-in-the-loop Simulation,Digital Twin Networking","Protocol Research,Network Planning,IoT Simulation",Advanced,"Research,Telecom",No,Medium,"IoT,Wireless Communication",AcadEval Research Team,
AE-0183,Networking,Network Security,DDoS Detection and Mitigation,Network Security,Detecting and mitigating distributed denial-of-service attacks using ML.,"DDoS,volumetric,amplification,reflection,botnet,rate limiting,scrubbing","SYN flood,UDP flood,HTTP flood,entropy,traffic threshold,mitigation",Python,"Random Forest,LSTM,CNN,Isolation Forest",Python,scikit-learn,"scapy, pandas",,"CAIDA DDoS Attack 2007,CIC-DDoS2019,UNSW-NB15","Real-time DDoS,Adversarial DDoS,IoT Botnet Detection","ISP,CDN,Enterprise,Gaming",Intermediate,"Security,Telecom,Tech",No,High,"Cyber Security,IoT",AcadEval Research Team,
AE-0184,Networking,Content Delivery Networks,CDN Optimization,CDN,Optimizing content delivery to users through geographically distributed edge servers.,"CDN,edge server,cache,latency,origin,PoP,hit rate,cache eviction","LRU,LFU,predictive caching,anycast,load balancing",Python,"ML Cache Replacement,Latency Prediction",Python,,"requests, pandas",,"CDN log datasets,CAIDA traces","AI-driven CDN,Video Streaming Optimization,CDN for IoT","Video Streaming,E-commerce,Gaming,News",Intermediate,"Tech,Media",No,Medium,"Cloud Computing,Web Development",AcadEval Research Team,
AE-0185,Wireless Communication,5G Networks,5G NR Physical Layer,5G,Physical layer techniques for 5G New Radio including massive MIMO and beamforming.,"5G,NR,OFDM,massive MIMO,beamforming,mmWave,subcarrier,channel coding","PDSCH,PUSCH,RAN,gNB,UE,numerology,PDCCH,LDPC,Polar code","Python, MATLAB","OFDM,LDPC,Polar Codes,Massive MIMO,Beamforming","Python,MATLAB","MATLAB,Sionna","sionna, numpy, scipy","SDR,mmWave Antenna","3GPP NR datasets,DeepMIMO","O-RAN,AI/ML for 5G,6G Research","Telecom,Automotive,Manufacturing,Healthcare",Expert,Telecom,Yes,High,"Networking,IoT,Signal Processing",AcadEval Research Team,
AE-0186,Wireless Communication,Channel Estimation,Deep Learning Channel Estimation,Channel Estimation,Using deep learning to estimate wireless channel characteristics.,"channel estimation,OFDM,pilot,LSTM,CNN,DNN,MMSE,LS","frequency selective fading,Doppler,multipath,CSI,SNR",Python,"LSTM,CNN,Transformer for Channel Estimation",Python,PyTorch,"sionna, numpy",SDR,"DeepMIMO,COST 2100,CDL/TDL channel models","End-to-end DL Autoencoder for Wireless,Semantic Communication","5G,WiFi,IoT,Satellite Communication",Expert,"Telecom,Research",Yes,High,"Signal Processing,Deep Learning",AcadEval Research Team,
AE-0187,Wireless Communication,LoRaWAN,LPWAN for IoT,LoRaWAN,"Long-range, low-power wireless protocol for IoT device connectivity.","LoRa,LoRaWAN,LPWAN,spreading factor,gateway,ADR,chirp spread spectrum","uplink,downlink,join,ABP,OTAA,duty cycle,ISM band","C, Python","Adaptive Data Rate,Spreading Factor Optimization","C,Python",ChirpStack,"pyloralib, paho-mqtt","LoRa Module,Gateway",LoRaWAN field measurement datasets,"LoRa AI-based Coverage Prediction,Energy Harvesting LoRa","Smart Agriculture,Smart Metering,Asset Tracking,Smart Cities",Intermediate,"Telecom,Agriculture,Smart Cities",No,Medium,"IoT,Smart Farming,Smart Cities",AcadEval Research Team,
AE-0188,Wireless Communication,WiFi,WiFi Sensing,WiFi,Using WiFi signals for non-intrusive sensing of human activity and environment.,"WiFi sensing,CSI,channel state information,activity recognition,fall detection","fingerprinting,localization,gesture,breathing,indoor positioning",Python,"CNN,LSTM,Transformer for CSI",Python,PyTorch,"numpy, scipy","WiFi Router,NIC with Monitor Mode","WiAR,WiGesture,ARIL WiFi datasets","Through-wall Sensing,Multi-person WiFi Sensing,Passive RADAR","Smart Home,Healthcare,Security,Retail",Advanced,"Consumer Electronics,Healthcare,Retail",Yes,High,"Signal Processing,IoT,Computer Vision",AcadEval Research Team,
AE-0189,Wireless Communication,Satellite Communication,LEO Satellite Networks,Satellite Communication,Low-earth orbit satellite constellation for global broadband internet coverage.,"LEO,satellite,Starlink,handover,latency,orbital mechanics,Ka-band","inter-satellite link,ground station,beam management,constellation design",Python,"Orbit Propagation,Beam Scheduling,Handover Optimization",Python,,"skyfield, astropy, poliastro",Ground Station Antenna,"Starlink latency measurements,SatCom measurement datasets","AI-driven Satellite Resource Management,Quantum Satellite Communication","Global Internet,Maritime,Aviation,Remote Areas",Expert,"Telecom,Defense",Yes,High,"Networking,5G,IoT",AcadEval Research Team,
AE-0190,AR/VR,Augmented Reality,Marker-based AR,Augmented Reality,Overlaying digital content on real-world views using visual markers.,"AR,marker,ArUco,fiducial,overlay,camera,pose estimation,ARCore","ARToolKit,image tracking,plane detection,slam-based AR","Python, C++, JavaScript","Pose Estimation,Homography,PnP","Python,C++,JavaScript","ARCore,ARKit,Unity","opencv-python, ar.js",Smartphone Camera,"ARToolKit datasets,HoloLens datasets","Markerless AR,Indoor AR,AR in Surgery","Education,Retail,Manufacturing,Healthcare",Intermediate,"Consumer Electronics,Healthcare,Retail",No,High,"Computer Vision,Deep Learning",AcadEval Research Team,
AE-0191,AR/VR,Virtual Reality,VR Interaction Design,Virtual Reality,Designing immersive 3D interactive experiences in virtual reality environments.,"VR,virtual reality,HMD,controller,haptic,immersion,presence,scene","OpenXR,Oculus,SteamVR,physics simulation,inverse kinematics","C#, C++","Inverse Kinematics,Physics Simulation,Rendering","C#,C++","Unity,Unreal Engine","steamvr, oculus-sdk","VR Headset,Controllers","VR user study datasets,VR sickness datasets","Social VR,VR for Training,XR Collaboration","Gaming,Training,Architecture,Education,Therapy",Intermediate,"Gaming,Education,Healthcare",Yes,High,"Computer Graphics,HCI",AcadEval Research Team,
AE-0192,AR/VR,Mixed Reality,HoloLens Applications,Mixed Reality,Blending physical and digital worlds using spatial computing platforms.,"mixed reality,HoloLens,spatial anchor,hologram,hand tracking,gaze","MRTK,spatial mapping,world-locking,real-time meshing,eye tracking",C#,"Spatial Mapping,Inside-out Tracking",C#,"Unity,MRTK",,HoloLens 2,HoloLens scenario datasets,"Remote Assistance MR,MR-guided Surgery,Industrial MR","Healthcare,Manufacturing,Architecture,Education",Advanced,"Healthcare,Manufacturing,Architecture",Yes,High,"Computer Vision,HCI,Healthcare",AcadEval Research Team,
AE-0193,AR/VR,Extended Reality,XR for Training,Extended Reality,Using XR technologies for immersive training and skill development.,"XR,training simulation,VR training,AR guidance,haptic feedback,scenario","scenario-based learning,performance metrics,debriefing,avatar","C#, Python","Adaptive Training Algorithms,Performance Analytics","C#,Python","Unity,Unreal",unity-ml-agents,"VR Headset,Haptic Gloves",XR training effectiveness datasets,"AI-driven XR Trainer,Multi-user XR Training","Military,Healthcare,Aviation,Manufacturing",Advanced,"Defense,Healthcare,Manufacturing",Yes,High,"Education,AI,Computer Graphics",AcadEval Research Team,
AE-0194,AR/VR,AR for Industry,Industrial AR Inspection,AR for Industry,Using AR to assist workers during manufacturing inspection and maintenance tasks.,"industrial AR,maintenance,inspection,work instruction,overlay,DAQRI","step-by-step guidance,torque visualization,defect overlay,remote expert","C#, Python","Object Detection,Pose Estimation for Tool Tracking","C#,Python","Unity,Vuforia",,"HoloLens 2,Smart Glasses",Industrial AR interaction datasets,"AI-driven Work Instructions,Digital Thread for AR","Aerospace,Automotive,Oil and Gas,Manufacturing",Advanced,"Manufacturing,Aerospace",Yes,High,"Computer Vision,Industry 4.0,Manufacturing",AcadEval Research Team,
AE-0195,Digital Twin,Simulation Modeling,Physics-based Simulation,Simulation,Creating digital replicas of physical systems using physics-based models.,"digital twin,simulation,physics model,FEM,CFD,real-time sync","Ansys,OpenFOAM,MATLAB Simulink,model-based,co-simulation","Python, MATLAB","FEM,CFD,MBS,State-space Modeling","Python,MATLAB","MATLAB/Simulink,Ansys","fenics, openfoam-python",HPC,"Ansys benchmark problems,NASA engineering datasets","ML-augmented Physics Simulation,Real-time Digital Twin","Manufacturing,Aerospace,Civil Engineering,Energy",Expert,"Manufacturing,Energy,Aerospace",Yes,High,"Industry 4.0,Manufacturing,Robotics",AcadEval Research Team,
AE-0196,Digital Twin,IoT Data Integration,Real-time Digital Twin,IoT Integration,Integrating live IoT sensor streams into digital twin models for real-time updates.,"real-time,digital twin,IoT,sensor fusion,synchronization,data pipeline","OPC-UA,MQTT,time series,state estimation,Kalman filter",Python,"Kalman Filter,Particle Filter,Data Assimilation",Python,"Azure Digital Twins,Eclipse Ditto","paho-mqtt, pandas","IoT Sensors,Gateway",Microsoft Azure Digital Twins datasets,"Predictive Maintenance Twin,Edge Twin,Multi-fidelity Twin","Smart Factory,Smart Building,Energy Infrastructure",Advanced,"Manufacturing,Energy,Smart Cities",Yes,High,"IoT,Cloud Computing,Industry 4.0",AcadEval Research Team,
AE-0197,Digital Twin,Predictive Digital Twin,Digital Twin for Structural Health,Predictive Twin,Using digital twins to monitor and predict structural integrity of physical assets.,"structural health,SHM,damage detection,fatigue,vibration,modal analysis","FEM updating,sensor placement,bridge,building,aircraft structural","Python, MATLAB","Bayesian Updating,Neural Network Surrogate,Modal Analysis","Python,MATLAB",,"scipy, numpy, pyansys","Accelerometer,Strain Gauge","ASCE SHM benchmark,Stanford structural datasets","Physics-informed Neural Networks,Multi-fidelity SHM","Civil Infrastructure,Aerospace,Offshore Platforms",Expert,"Construction,Aerospace,Energy",Yes,High,"IoT,Machine Learning,Manufacturing",AcadEval Research Team,
AE-0198,Digital Twin,Urban Digital Twin,Smart City Digital Twin,Urban Twin,Digital twin models of entire cities for urban planning and management.,"urban digital twin,city model,GIS,3D city,mobility,energy,environment","CityGML,Esri CityEngine,Unity,visualization,simulation,policy",Python,"Agent-based Simulation,Traffic Simulation,Energy Modeling",Python,"ESRI ArcGIS,CityEngine","geopandas, shapely, trimesh",,"OpenStreetMap,EU Urban Atlas","Multi-domain Urban Simulation,Real-time Urban Twin","Urban Planning,Transportation,Disaster Management,Environment",Advanced,"Government,Smart Cities",Yes,High,"GIS,Smart Cities,AI",AcadEval Research Team,
AE-0199,Smart Cities,Smart Traffic Management,Traffic Flow Prediction,Traffic Management,Predicting and optimizing urban traffic flow using ML and sensor data.,"traffic flow,speed,volume,LSTM,GNN,ITS,sensor,congestion,SCOOT","origin-destination,intersection,signal timing,queue,detector",Python,"LSTM,GCN,DCRNN,Graph Transformer",Python,PyTorch Geometric,"torch, pandas, geopandas","Loop Detector,Camera","METR-LA,PEMS-BAY,PeMS,UTD19","Multi-step Forecasting,Incident Detection,Signal Optimization","Urban Mobility,Logistics,Emergency Response",Advanced,"Government,Transport",Yes,High,"GIS,Deep Learning,Autonomous Vehicles",AcadEval Research Team,
AE-0200,Smart Cities,Urban Energy Management,Smart Grid,Energy Management,Intelligent management of electricity distribution and consumption in urban grids.,"smart grid,demand response,AMI,load forecasting,SCADA,EMS,DER","peak shaving,renewable integration,islanding,microgrid,volt-var",Python,"LSTM,XGBoost,Reinforcement Learning,Federated Learning",Python,"scikit-learn,PyTorch","pandas, pypower, pandapower","Smart Meter,PMU","Global Energy Forecasting Competition,AEMO,ENTSO-E","AI-driven Grid Operation,EV-Grid Integration,Transactive Energy","Utilities,Government,Smart Buildings",Advanced,"Energy,Government",Yes,High,"Renewable Energy,IoT,Machine Learning",AcadEval Research Team,
AE-0201,Smart Cities,Waste Management,Smart Waste Collection,Waste Management,Optimizing municipal solid waste collection using IoT sensors and route optimization.,"smart waste,fill level,sensor,route optimization,collection vehicle,bin","ultrasonic sensor,compaction,overflow prevention,circular economy",Python,"Route Optimization,Predictive Fill Level,Scheduling",Python,,"pandas, ortools, folium","Ultrasonic Sensor,IoT Gateway",City waste management IoT datasets,"AI-based Waste Sorting,Recycling Rate Optimization","Municipal Waste,Industrial Waste,Healthcare Waste",Intermediate,"Government,Logistics",Yes,Medium,"IoT,GIS,Supply Chain",AcadEval Research Team,
AE-0202,Smart Cities,Smart Lighting,Adaptive Street Lighting,Smart Lighting,Automatically adjusting street light intensity based on ambient conditions and traffic.,"smart lighting,dimming,occupancy,energy saving,LED,street light,DALI","photosensor,schedule,presence detection,connected lighting,lux","Python, C","Rule-based Control,ML-based Dimming","Python,C",,"pandas, paho-mqtt","Light Sensor,LED Driver,IoT Module",Smart city lighting datasets,"Predictive Lighting,Solar-powered Smart Lights","Urban Roads,Parking,Parks,Tunnels",Beginner,"Government,Smart Cities",No,Medium,"IoT,Energy,Smart Cities",AcadEval Research Team,
AE-0203,Smart Cities,Smart Water Management,Water Quality Monitoring,Water Management,Real-time monitoring and prediction of water quality parameters using IoT and ML.,"water quality,pH,turbidity,dissolved oxygen,chlorine,sensor,WQI","anomaly detection,pipe network,leakage detection,NTU,conductivity",Python,"LSTM,Random Forest,SVM,Isolation Forest",Python,scikit-learn,"pandas, scipy","Water Quality Sensor,IoT Gateway","UCI Water Quality,Singapore PUB dataset","Pipe Leak Detection,Cyber-physical Water Systems","Drinking Water,Wastewater,Irrigation,Industrial Water",Intermediate,"Government,Healthcare,Environment",Yes,High,"IoT,Machine Learning,Healthcare",AcadEval Research Team,
AE-0204,Autonomous Vehicles,Sensor Fusion,Camera-LiDAR Fusion,Sensor Fusion,Combining data from cameras and LiDAR for robust 3D environment perception.,"sensor fusion,LiDAR,camera,point cloud,3D object detection,calibration","frustum,early fusion,late fusion,BEV,voxel,Kalman filter","Python, C++","PointPainting,MVP,BEVFusion,AVOD","Python,C++",PyTorch,"open3d, mmdetection3d","LiDAR,Camera,Radar","KITTI,nuScenes,Waymo Open Dataset,Argoverse","Radar-Camera Fusion,Multi-modal 3D Detection,Night Perception","Self-driving Cars,Mobile Robots,Trucks,Drones",Expert,"Automotive,Logistics",Yes,High,"Computer Vision,Deep Learning,Robotics",AcadEval Research Team,
AE-0205,Autonomous Vehicles,Path Planning,Motion Planning for AV,Path Planning,Planning safe and efficient trajectories for autonomous vehicles in dynamic environments.,"motion planning,trajectory,collision avoidance,prediction,lane change","Frenet frame,occupancy grid,MPC,sampling-based,behavior planning","C++, Python","A*,RRT,MPC,Lattice Planner,Imitation Learning","C++,Python","Apollo,Autoware","carla, sumo, casadi",Onboard Computer,"Argoverse,WOMD,Lyft Motion","Social-aware Planning,Uncertainty in Planning,Adversarial Scenarios","Self-driving Cars,Delivery Robots,Trucks",Expert,"Automotive,Logistics",Yes,High,"Robotics,Deep Learning,Computer Vision",AcadEval Research Team,
AE-0206,Autonomous Vehicles,Perception,Lane Detection,Perception,Detecting and tracking lane markings on roads for autonomous navigation.,"lane detection,lane marking,polyline,segmentation,keypoint,UFLD","ego lane,adjacent lane,curved lane,lane departure,BEV lane",Python,"UFLD,LaneATT,CLRNet,BEV-LaneDet",Python,PyTorch,"torchvision, ultralytics","GPU,Camera","TuSimple,CULane,Apollo 3D Lane,OpenLane","3D Lane Detection,Adverse Weather Lane Detection","Self-driving Cars,ADAS,Motorcycles",Intermediate,Automotive,No,High,"Computer Vision,Deep Learning",AcadEval Research Team,
AE-0207,Autonomous Vehicles,HD Maps,Mapping and Localization,HD Maps,Creating and using high-definition maps for precise vehicle localization.,"HD map,localization,landmark,vector map,road topology,precision positioning","map layer,lane graph,semantic map,cross-localization,GNSS,IMU fusion","C++, Python","NDT (Normal Distributions Transform),Map Matching","C++,Python","Autoware,Apollo","lanelet2, nuscenes-devkit","GPS,LiDAR,IMU","nuScenes,Argoverse 2,Waymo Open Dataset HD Maps","Crowdsourced HD Mapping,Map Freshness,Map Compression","Self-driving Cars,Robo-taxis,Automated Trucking",Expert,Automotive,Yes,High,"GIS,Computer Vision,Robotics",AcadEval Research Team,
AE-0208,Autonomous Vehicles,V2X Communication,Vehicle-to-Infrastructure,V2X,Enabling communication between vehicles and road infrastructure for safety.,"V2X,DSRC,C-V2X,RSU,OBU,ETSI,cooperative driving,CAM,DENM","intersection management,platooning,emergency vehicle,pedestrian alert","C++, Python","Resource Allocation,Cooperative Perception","C++,Python",,"sumo, ns-3","On-board V2X Module,RSU Hardware","V2X simulation datasets,ETSI conformance test data","6G V2X,AI-based Cooperative Driving,Cybersecurity in V2X","Traffic Safety,Smart Intersection,Emergency Response",Expert,"Automotive,Telecom,Government",Yes,High,"Networking,Wireless Communication,Smart Cities",AcadEval Research Team,
AE-0209,Renewable Energy,Solar Energy,PV Power Forecasting,Solar Energy,Forecasting photovoltaic power output using weather and irradiance data.,"solar,PV,irradiance,GHI,forecasting,LSTM,power output,cloud cover","clear sky model,satellite data,NWP,time series,solar resource",Python,"LSTM,XGBoost,CNN-LSTM,Prophet",Python,"scikit-learn,PyTorch","pandas, pvlib, solpy",,"NSRDB,ERA5,Global Solar Atlas,PVDAQ","Intra-hour Forecasting,Ensemble Forecasting,Satellite-based Irradiance","Grid Integration,Utility Planning,Microgrids",Intermediate,"Energy,Government",No,High,"Smart Cities,IoT,Machine Learning",AcadEval Research Team,
AE-0210,Renewable Energy,Wind Energy,Wind Power Prediction,Wind Energy,Predicting wind turbine power output from meteorological inputs.,"wind power,turbine,wind speed,NWP,SCADA,wake effect,forecasting","Weibull distribution,power curve,curtailment,wind farm layout",Python,"LSTM,GRU,XGBoost,Gaussian Process",Python,"scikit-learn,PyTorch","pandas, windpowerlib",,"Kaggle Wind Energy,NREL WIND Toolkit,ENTSO-E","Offshore Wind Forecasting,Wind Farm Optimization,Wake Modeling","Grid Operators,Wind Farm Operators,Energy Traders",Intermediate,Energy,No,High,"Smart Cities,Machine Learning,IoT",AcadEval Research Team,
AE-0211,Renewable Energy,Energy Storage,Battery State of Health Estimation,Energy Storage,Estimating battery degradation and remaining useful life using ML.,"battery,SoH,SoC,degradation,capacity fade,lithium-ion,cycle life","impedance spectroscopy,charging protocol,DoD,CC-CV,calendar aging",Python,"LSTM,Gaussian Process,Equivalent Circuit Model",Python,"PyTorch,scikit-learn","pandas, scipy",Battery Cycler,"NASA Battery Dataset,CALCE Battery Dataset,Oxford Battery Degradation","Fast Charging Optimization,Second-life Battery,Battery Digital Twin","Electric Vehicles,Grid Storage,Consumer Electronics",Expert,"Energy,Automotive",Yes,High,"IoT,Machine Learning,Autonomous Vehicles",AcadEval Research Team,
AE-0212,Renewable Energy,Smart Grid,Demand Side Management,Smart Grid,Managing electricity demand through incentives and automated control of loads.,"demand response,DSM,flexible load,HVAC,EV charging,time-of-use,peak","price signal,direct load control,aggregator,baseline consumption",Python,"Reinforcement Learning,LSTM,Linear Programming",Python,"scikit-learn,PyTorch","pandas, pypower","Smart Meter,Thermostat","Pecan Street,OpenEI,UK Smart Meter","EV-Grid Coordination,Transactive Energy,Virtual Power Plant","Residential,Commercial Buildings,Industrial Facilities",Advanced,"Energy,Smart Cities",Yes,High,"IoT,Machine Learning,Smart Cities",AcadEval Research Team,
AE-0213,Renewable Energy,Hydrogen Energy,Green Hydrogen Production Optimization,Hydrogen,Optimizing electrolysis-based green hydrogen production from renewable energy.,"hydrogen,electrolysis,PEM,alkaline,power-to-gas,LCOH,efficiency","curtailed energy,electrolyzer degradation,renewable coupling,storage","Python, MATLAB","Optimization,Predictive Control,Degradation Modeling","Python,MATLAB",MATLAB/Simulink,"pandas, scipy","Electrolyzer,Fuel Cell","Hydrogen production datasets,IEA Hydrogen datasets","AI-optimized Hydrogen Systems,Hydrogen Supply Chain","Industrial Decarbonization,Fuel Cell Vehicles,Power Grid",Expert,"Energy,Manufacturing",Yes,High,"Machine Learning,Smart Cities,Supply Chain",AcadEval Research Team,
AE-0214,Manufacturing,Quality Control,Visual Defect Detection,Quality Control,Detecting surface defects and product anomalies using computer vision.,"defect detection,anomaly,visual inspection,surface defect,CNN,MVTec","scratches,dents,inclusions,misalignment,industrial inspection",Python,"ResNet,EfficientNet,PatchCore,PaDiM,FastFlow",Python,PyTorch,"torchvision, anomalib","Industrial Camera,GPU","MVTec AD,VisA,DAGM,Severstal Steel Defect","Few-shot Anomaly Detection,3D Defect Detection","Automotive,Electronics,Steel,Textile,Pharma",Intermediate,Manufacturing,No,High,"Computer Vision,Deep Learning,Industry 4.0",AcadEval Research Team,
AE-0215,Manufacturing,Production Optimization,Manufacturing Scheduling,Production,Optimizing production schedules to minimize costs and maximize throughput.,"scheduling,job shop,flow shop,makespan,resource,optimization,MILP","genetic algorithm,simulated annealing,dispatching rule,MES,ERP",Python,"Genetic Algorithm,MILP,DRL,Metaheuristics",Python,OR-Tools,"ortools, deap, pymoo",,"OR Library,Taillard Benchmarks","AI-driven Production Planning,Dynamic Rescheduling","Automotive,Aerospace,Electronics,Food Manufacturing",Advanced,Manufacturing,No,High,"Industry 4.0,Supply Chain,Operations Research",AcadEval Research Team,
AE-0216,Manufacturing,Additive Manufacturing,3D Printing Process Optimization,Additive Manufacturing,Optimizing 3D printing parameters for improved part quality and speed.,"3D printing,additive manufacturing,FDM,SLS,SLA,layer,slicing,porosity","infill,support structure,warping,bed adhesion,material,PEEK,titanium","Python, MATLAB","DOE,Gaussian Process,Random Forest,CNN for layer monitoring","Python,MATLAB",,"pandas, scipy","3D Printer,Thermal Camera","AM process parameter datasets,NIST AM datasets","In-situ AM Monitoring,AI-assisted Topology Optimization","Aerospace,Medical Implants,Automotive,Consumer Products",Advanced,"Manufacturing,Healthcare,Aerospace",Yes,High,"Industry 4.0,Healthcare",AcadEval Research Team,
AE-0217,Manufacturing,Robot-based Manufacturing,Welding Robots,Robot Manufacturing,Automated robot welding for precision joining in manufacturing.,"robot welding,seam tracking,arc,MIG,TIG,GMAW,weld quality,bead","weld penetration,heat input,spatter,vision guidance,torch path","Python, C++","Computer Vision-guided Welding,Deep RL for Welding","Python,C++","ROS,ABB RobotStudio","opencv-python, PyTorch","Robot Arm,Weld Sensor","Welding quality datasets,seam tracking datasets","AI-driven Adaptive Welding,Digital Twin for Welding","Automotive,Shipbuilding,Aerospace,Construction",Advanced,Manufacturing,No,High,"Robotics,Computer Vision,Industry 4.0",AcadEval Research Team,
AE-0218,Manufacturing,CNC Machining,Tool Wear Monitoring,CNC Machining,Monitoring cutting tool wear during CNC machining using sensor signals.,"tool wear,CNC,vibration,acoustic emission,cutting force,flank wear,VB","tool life,Taylor equation,chatter,surface roughness,in-process monitoring",Python,"CNN,LSTM,SVM,Random Forest on vibration signals",Python,"scikit-learn,PyTorch","pandas, scipy","Vibration Sensor,Force Dynamometer","PHM 2010 Challenge,UC Berkeley CNC Mill dataset,NASA Milling dataset","Digital Twin for Tool Wear,Chatbot Anomaly Detection","Aerospace,Automotive,Die-mold,Medical Devices",Advanced,Manufacturing,No,High,"Signal Processing,IoT,Industry 4.0",AcadEval Research Team,
AE-0219,Industry 4.0,Cyber-Physical Systems,IIoT Integration,CPS,Integrating industrial machinery with digital networked intelligence.,"cyber-physical,IIoT,OPC-UA,MQTT,industrial protocol,PLC,SCADA","Edge computing,real-time control,digital shadow,ISA-95,automation","Python, C","Control Algorithms,Digital Twin Synchronization","Python,C","OPC-UA,Siemens TIA Portal","opcua, paho-mqtt","PLC,SCADA,Edge Device","Industrial datasets,Kaggle industrial IoT","Secure CPS,5G-enabled CPS,AI-driven CPS","Automotive,Discrete Manufacturing,Process Industry",Advanced,"Manufacturing,Energy",Yes,High,"IoT,Cloud Computing,Digital Twin",AcadEval Research Team,
AE-0220,Industry 4.0,Smart Factory,Autonomous Mobile Robots in Factory,Smart Factory,Using autonomous mobile robots for material handling in smart factories.,"AMR,autonomous mobile robot,navigation,fleet management,bin picking","warehouse,conveyor,SLAM,multi-robot,pick-and-place","Python, C++","SLAM,Path Planning,Reinforcement Learning","Python,C++","ROS,MoveIt","move_base, slam_toolbox","AMR,LiDAR,Camera","AMR benchmark datasets,Amazon robotics datasets","Heterogeneous Fleet Management,Human-robot Coexistence","Warehousing,E-commerce,Pharmaceutical,Automotive",Advanced,"Manufacturing,Logistics",Yes,High,"Robotics,IoT,AI",AcadEval Research Team,
AE-0221,Industry 4.0,Digital Manufacturing,Computer-Aided Manufacturing,CAM,"Using software tools to plan, simulate, and control manufacturing processes.","CAM,toolpath,G-code,CNC programming,simulation,Mastercam,Siemens NX","roughing,finishing,contour milling,turning,5-axis,post-processor",Python,"ML-based Toolpath Optimization,Process Simulation",Python,"Siemens NX,Mastercam",,"CNC Machine,CAM Software",CAM process parameter datasets,"AI-assisted CAM,Digital Thread,CAD-CAM Integration","Aerospace,Die-mold,Automotive,Medical Devices",Advanced,Manufacturing,No,Medium,"Manufacturing,Software Engineering,Digital Twin",AcadEval Research Team,
AE-0222,Industry 4.0,Human-Machine Interface,Industrial HMI Design,HMI,Designing intuitive operator interfaces for industrial control systems.,"HMI,SCADA,operator,control panel,visualization,alarm,PLC interface","Ignition,FactoryTalk,WinCC,ISA-101,situational awareness,alert","Python, JavaScript",Anomaly Detection for Process Alarms,"Python,JavaScript","Ignition,Node-RED","pandas, paho-mqtt","Industrial PC,Touchscreen","LOPAL alarm datasets,DCS HMI datasets","AI-assisted Operator,AR-based HMI,Multimodal HMI","Process Industry,Power Plant,Water Treatment,Oil and Gas",Intermediate,"Manufacturing,Energy",Yes,Medium,"HCI,Smart Cities,IoT",AcadEval Research Team,
AE-0223,Industry 4.0,Mass Customization,Configure-to-Order Systems,Mass Customization,Enabling customer-driven product configuration while maintaining manufacturing efficiency.,"mass customization,configure-to-order,product configurator,variant,BOM","feature model,option,constraint,SAP CPQ,product family,rule engine",Python,"Constraint Satisfaction,Recommendation Engine",Python,"SAP,Salesforce CPQ","python-constraint, pandas",,Industrial product configuration datasets,"AI-driven Product Configuration,Generative Design for Customization","Automotive,Electronics,Furniture,Industrial Equipment",Advanced,"Manufacturing,Retail",Yes,Medium,"Supply Chain,AI,E-Commerce",AcadEval Research Team,
